Ticker,Straddle_PnL,IronCondor_PnL
AAPL,8.615936727464828,-4.490565465545291
AAPL,-0.16030208384267297,0.003946398432254494
AAPL,0.8955616407315112,-0.05175091603963883
AAPL,10.472456382145651,-5.3039268550699346
AAPL,2.159367759593561,-0.13167366916785023
AAPL,7.356894954971409,-4.156660936781918
AAPL,4.750976242877425,-1.6704263356990845
AAPL,8.152020785057331,-4.806907972003587
AAPL,14.498949377720905,-4.097395633744565
AAPL,1.3708999507758879,0.07795756630012379
AAPL,6.08084985690986,-2.7244976310473397
AAPL,6.089227341338429,-3.1694586212374833
AAPL,3.7156004272987966,-1.7056348617758337
AAPL,-1.2237114904733986,0.21713338670414314
AAPL,0.7654361534438454,0.002553505691775698
AAPL,-0.7622670095507029,0.37625963597592155
AAPL,3.5890765148138426,-0.8931717063971507
AAPL,15.43960066162066,-4.264990472095484
AAPL,13.559642533795127,-4.248632400676971
AAPL,11.63995557150416,-5.19372562434266
AAPL,2.5144486634411916,-0.022522824688375645
AAPL,-1.739614087524778,0.2914776576643684
AAPL,6.493494264353114,-2.8859413363288393
AAPL,0.7655189477083844,0.25170409752817835
AAPL,0.42438872881754697,0.003975704289524894
AAPL,10.203757669483224,-4.475741423659
AAPL,10.681616326155805,-5.263500661431689
AAPL,1.107556224253503,0.043056798146111554
AAPL,-0.41371871192299814,0.2127147365068876
AAPL,8.815407458997555,-4.787184272272883
AAPL,-0.44664420027942,0.06196744721051191
AAPL,0.9987485054939746,-0.011060196553160262
AAPL,7.992208230988922,-4.3634086125542835
AAPL,1.1838721700936246,0.1711989317480892
AAPL,1.5166646018803038,-0.20727872885902138
AAPL,11.501877961926738,-5.308064157575971
AAPL,2.354832954198229,-0.34655773933932266
AAPL,1.4864034162786144,0.06619796100923186
AAPL,3.6182026898049893,-1.7533266784680008
AAPL,0.012830145929425996,0.02301183042334938
MSFT,2.5913350622784925,-0.5472187019842385
MSFT,12.96718613860871,-4.535798014777019
MSFT,8.399281542038338,-4.302181432038538
MSFT,2.907909492979276,-0.5469150659977199
MSFT,2.53460976043782,-0.4403071513995739
MSFT,1.2692118612158199,-0.04463886467091116
MSFT,5.029936347452592,-2.8265907772556584
MSFT,4.1265915298106375,-1.0820953900823607
MSFT,3.0300726686230535,-0.34026976288214594
MSFT,-0.010470350712740828,0.32021583151331523
MSFT,9.341409938478105,-4.820828597320698
MSFT,10.27179754143313,-5.034970153931635
MSFT,0.7910348215851224,0.03450140612394388
MSFT,5.524347190553669,-3.0966789885038986
MSFT,5.7130672580530355,-3.113479443520082
MSFT,0.165866170563584,0.009326176023572715
MSFT,-2.412092716669761,0.4948280688482326
MSFT,1.8575266838061006,-0.048911369053986575
MSFT,0.039324975859626576,0.01850748967784497
MSFT,2.4538944907440756,-0.28558134378610645
MSFT,-2.692244475039111,0.5055865055258498
MSFT,16.148867281032352,-4.421031148157706
MSFT,0.004301708446655894,0.05417489453330642
MSFT,8.776057132902906,-4.809228674387936
MSFT,1.9353376324447948,0.11061555259380151
MSFT,5.741051812094974,-2.379983283822174
MSFT,-0.33613269205261886,0.26872647208918965
MSFT,-1.3758835982902582,0.3535582153446204
MSFT,-1.370145711282479,0.16011307173978678
MSFT,-0.06919901266922945,0.23740825130972135
MSFT,8.644390575522522,-5.1255290556320645
MSFT,8.39456752131646,-4.743218654112995
MSFT,4.6626650805263665,-1.302856853633446
MSFT,7.446454637397078,-3.8305180126942378
MSFT,8.185204676823474,-4.948942114812408
MSFT,7.249904397119266,-4.037746174891947
MSFT,2.3586569013042054,-0.1881202080498701
MSFT,7.990274787134183,-4.846827516573565
MSFT,15.846033488616925,-4.1694072563893485
MSFT,2.989952582445383,-0.24552075064561013
AMZN,0.4505023326210198,0.23214776517745586
AMZN,1.500507945822612,0.005078576876329399
AMZN,1.3050025297024401,-0.054713583965699975
AMZN,0.6616570254506975,0.004723859832410504
AMZN,0.43046024130784044,0.13714984335942643
AMZN,-0.8080104441744922,0.0204301638534977
AMZN,1.627472182615226,0.13877880993539837
AMZN,2.5946789198972864,-0.632851734535216
AMZN,8.293206164408362,-4.392078799405477
AMZN,8.083410430276487,-4.049952073401174
AMZN,2.757321538602416,-0.5366255069180278
AMZN,7.329748171170797,-4.304273801432514
AMZN,0.9916698582743115,0.009459288834188498
AMZN,10.32549337719449,-4.585329537438892
AMZN,13.056009098918622,-4.944611545146608
AMZN,9.01975681915213,-4.329485752385962
AMZN,-0.6996740780119151,0.048807694682584876
AMZN,-2.3539437572152977,0.5626069902719759
AMZN,5.994588884717036,-2.978160258745257
AMZN,5.349076848120696,-2.839570879820769
AMZN,13.687994296063614,-4.4688316456545385
AMZN,9.339006949793728,-4.73600126064873
AMZN,14.008965306101729,-5.3414121040023685
AMZN,4.525015851330133,-1.8647995817828484
AMZN,-1.3963861699712616,0.24570073875679518
AMZN,-0.6521458519156198,0.00958357954179688
AMZN,7.685433299332791,-4.058347351718117
AMZN,3.002707407431757,-0.48693342686707974
AMZN,8.703105846066032,-4.605050327869252
AMZN,12.304609919745587,-4.312483702478424
AMZN,16.000680074755138,-4.51143988582972
AMZN,-0.9731354865257478,0.514644465658375
AMZN,2.85271958141922,-0.7933520019100796
AMZN,8.009070558053942,-4.264070601813342
AMZN,7.755142289218796,-4.254866261259472
AMZN,7.851770878503018,-4.2092339694954
AMZN,9.527488316442533,-5.069196866084977
AMZN,13.425031375767205,-4.718473943889608
AMZN,14.645555615719985,-4.398486545357143
AMZN,6.410179299329059,-3.7790050540906646
GOOGL,-0.8336147486578547,0.11816837777635127
GOOGL,4.7927547885190345,-1.3083004886656728
GOOGL,-1.029078757643962,0.12814902603805936
GOOGL,-0.48525200144052283,0.11686805911579726
GOOGL,6.5607055664479255,-3.8470752258480894
GOOGL,1.113342155044144,-0.037780883595856185
GOOGL,6.9541333228425675,-4.122506674375892
GOOGL,1.5065828818137552,0.09123783921588163
GOOGL,-0.29864103485258964,0.005635263061554255
GOOGL,5.242292786843279,-3.239037941691189
GOOGL,0.7156524785312808,0.20325794731765096
GOOGL,4.930545616520061,-1.9558605397078794
GOOGL,13.291975735727021,-4.21632403887012
GOOGL,5.458785156925671,-2.8827268824282903
GOOGL,9.497101080257721,-5.214290290471679
GOOGL,4.875015826254699,-1.595714534714913
GOOGL,3.496406759176759,-0.6019993879965302
GOOGL,2.5012704718443217,-0.569457273023928
GOOGL,-2.395217465409644,0.4341155736653033
GOOGL,-0.6488294387698321,0.28985569919164034
GOOGL,8.040024379853676,-4.548513151789992
GOOGL,2.5961044338601136,-0.36330740859660066
GOOGL,8.396995567398887,-4.757184746649668
GOOGL,1.326151505656373,-0.16082896198303726
GOOGL,13.293762400737876,-4.518532217340418
GOOGL,7.966137780936833,-4.573083367240079
GOOGL,6.239488231086888,-2.723811539010133
GOOGL,-0.458219040177525,0.013337859517201796
GOOGL,0.15588938528645402,0.3486330297105845
GOOGL,8.011748692197742,-4.61801200422514
GOOGL,0.5135122957518163,0.019709114027929527
GOOGL,5.082525537064306,-2.160455352160804
GOOGL,2.247589230223106,-0.22360041745130702
GOOGL,7.554573056153307,-4.313776963293132
GOOGL,1.4524820884094405,-0.15015402247959475
GOOGL,-1.0591655047710162,0.07343669066806388
GOOGL,2.522647336367954,-0.42164784952282197
GOOGL,1.6492811046875202,-0.29762712603771396
GOOGL,-0.6423874213590892,0.010809894334341541
GOOGL,3.7942002045406165,-0.869665475710354
META,4.347410290001568,-1.5218683798800572
META,12.932370127813499,-4.433392041810448
META,4.114699473763815,-0.8174952071362623
META,0.7892832922286712,0.10493147477030858
META,-0.9512183151067344,0.22472260669207386
META,9.973190608713509,-4.651495632073581
META,-0.7032011128061999,0.033518894501472524
META,0.4854571869636466,-0.021399775875213602
